participant,date,condition,age,native_lang,other_langs,stem_condition,comprehension_label,comprehension_response,comprehension_suffix,language,freq_suffix,original_meaning,novel_meaning,frequent,meaning,frequency,condition_numeric
204573,2025-03-03,3,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
204573,2025-03-03,3,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
204573,2025-03-03,3,,,,familiar,berkonem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
204573,2025-03-03,3,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
204573,2025-03-03,3,,,,familiar,balnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
204573,2025-03-03,3,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
204573,2025-03-03,3,,,,novel,shintinem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
532474,2025-03-03,2,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
532474,2025-03-03,2,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
532474,2025-03-03,2,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
532474,2025-03-03,2,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
532474,2025-03-03,2,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
532474,2025-03-03,2,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
532474,2025-03-03,2,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
532474,2025-03-03,2,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
295781,2025-03-03,3,,,,novel,meronem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
295781,2025-03-03,3,,,,familiar,koranem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
295781,2025-03-03,3,,,,familiar,balnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
295781,2025-03-03,3,,,,novel,pilnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
295781,2025-03-03,3,,,,novel,shintinem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
295781,2025-03-03,3,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
295781,2025-03-03,3,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
295781,2025-03-03,3,,,,familiar,berkonem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
295781,2025-03-03,3,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
295781,2025-03-03,3,,,,novel,shintinem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
295781,2025-03-03,3,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
295781,2025-03-03,3,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
295781,2025-03-03,3,,,,familiar,balnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
295781,2025-03-03,3,,,,novel,meronem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
295781,2025-03-03,3,,,,familiar,berkonem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
295781,2025-03-03,3,,,,novel,pilnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
295781,2025-03-03,3,,,,familiar,koranem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
049522,2025-03-03,1,,,,novel,meronem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
049522,2025-03-03,1,,,,novel,pilnem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
049522,2025-03-03,1,,,,familiar,koradan,dim_pl,dan,dan,freq,0,1,1,1,1,12-12
049522,2025-03-03,1,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
049522,2025-03-03,1,,,,familiar,koranem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
049522,2025-03-03,1,,,,familiar,balnem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
049522,2025-03-03,1,,,,familiar,koranem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
916209,2025-03-03,1,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
916209,2025-03-03,1,,,,novel,pilnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
916209,2025-03-03,1,,,,familiar,berkonem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
916209,2025-03-03,1,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
916209,2025-03-03,1,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
916209,2025-03-03,1,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
916209,2025-03-03,1,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
916209,2025-03-03,1,,,,familiar,koranem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
916209,2025-03-03,1,,,,novel,meronem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
916209,2025-03-03,1,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
916209,2025-03-03,1,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
916209,2025-03-03,1,,,,novel,meronem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
916209,2025-03-03,1,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
916209,2025-03-03,1,,,,familiar,berkonem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
916209,2025-03-03,1,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
916209,2025-03-03,1,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
916209,2025-03-03,1,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
916209,2025-03-03,1,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
916209,2025-03-03,1,,,,novel,shintinem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
916209,2025-03-03,1,,,,novel,pilnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
916209,2025-03-03,1,,,,familiar,koranem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
916209,2025-03-03,1,,,,familiar,balnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
411030,2025-03-03,2,,,,familiar,berkonem,dim_pl,nem,nem,freq,0,1,1,1,1,12-3
411030,2025-03-03,2,,,,novel,meronem,dim_pl,nem,nem,freq,0,1,1,1,1,12-3
411030,2025-03-03,2,,,,familiar,koranem,dim_pl,nem,nem,freq,0,1,1,1,1,12-3
411030,2025-03-03,2,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
411030,2025-03-03,2,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
411030,2025-03-03,2,,,,novel,pilnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-3
411030,2025-03-03,2,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
411030,2025-03-03,2,,,,familiar,balnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-3
411030,2025-03-03,2,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
411030,2025-03-03,2,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
411030,2025-03-03,2,,,,familiar,koranem,dim_pl,nem,nem,freq,0,1,1,1,1,12-3
411030,2025-03-03,2,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
411030,2025-03-03,2,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
411030,2025-03-03,2,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
411030,2025-03-03,2,,,,novel,pilnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-3
411030,2025-03-03,2,,,,familiar,balnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-3
411030,2025-03-03,2,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
411030,2025-03-03,2,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
411030,2025-03-03,2,,,,familiar,berkonem,dim_pl,nem,nem,freq,0,1,1,1,1,12-3
411030,2025-03-03,2,,,,novel,shintinem,dim_pl,nem,nem,freq,0,1,1,1,1,12-3
411030,2025-03-03,2,,,,novel,meronem,dim_pl,nem,nem,freq,0,1,1,1,1,12-3
411030,2025-03-03,2,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
669582,2025-03-03,1,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
669582,2025-03-03,1,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
669582,2025-03-03,1,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
669582,2025-03-03,1,,,,familiar,berkonem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
669582,2025-03-03,1,,,,familiar,balnem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
669582,2025-03-03,1,,,,novel,shintinem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
669582,2025-03-03,1,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
669582,2025-03-03,1,,,,novel,meronem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
669582,2025-03-03,1,,,,familiar,koranem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
669582,2025-03-03,1,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
375898,2025-03-03,1,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
375898,2025-03-03,1,,,,familiar,berkonem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
375898,2025-03-03,1,,,,novel,pilnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
375898,2025-03-03,1,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
375898,2025-03-03,1,,,,novel,meronem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
375898,2025-03-03,1,,,,familiar,koranem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
375898,2025-03-03,1,,,,familiar,balnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
375898,2025-03-03,1,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
375898,2025-03-03,1,,,,novel,shintinem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
375898,2025-03-03,1,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
375898,2025-03-03,1,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
375898,2025-03-03,1,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
375898,2025-03-03,1,,,,novel,pilnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
375898,2025-03-03,1,,,,novel,shintinem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
375898,2025-03-03,1,,,,novel,meronem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
375898,2025-03-03,1,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
375898,2025-03-03,1,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
375898,2025-03-03,1,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
375898,2025-03-03,1,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
375898,2025-03-03,1,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
375898,2025-03-03,1,,,,familiar,balnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
375898,2025-03-03,1,,,,familiar,koranem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
375898,2025-03-03,1,,,,familiar,berkonem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
524572,2025-03-03,1,,,,familiar,berkonem,dim_sg,nem,dan,infreq,1,0,0,0,0,12-3
524572,2025-03-03,1,,,,novel,meronem,dim_sg,nem,dan,infreq,1,0,0,0,0,12-3
524572,2025-03-03,1,,,,familiar,koranem,dim_sg,nem,dan,infreq,1,0,0,0,0,12-3
524572,2025-03-03,1,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
524572,2025-03-03,1,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
524572,2025-03-03,1,,,,novel,shintinem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
524572,2025-03-03,1,,,,familiar,balnem,dim_sg,nem,dan,infreq,1,0,0,0,0,12-3
524572,2025-03-03,1,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
524572,2025-03-03,1,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
524572,2025-03-03,1,,,,novel,pilnem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
524572,2025-03-03,1,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
524572,2025-03-03,1,,,,familiar,berkonem,dim_sg,nem,dan,infreq,1,0,0,0,0,12-3
524572,2025-03-03,1,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
524572,2025-03-03,1,,,,novel,meronem,dim_sg,nem,dan,infreq,1,0,0,0,0,12-3
524572,2025-03-03,1,,,,familiar,balnem,dim_sg,nem,dan,infreq,1,0,0,0,0,12-3
524572,2025-03-03,1,,,,familiar,koranem,dim_sg,nem,dan,infreq,1,0,0,0,0,12-3
524572,2025-03-03,1,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
524572,2025-03-03,1,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
524572,2025-03-03,1,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
524572,2025-03-03,1,,,,novel,shintinem,dim_sg,nem,dan,infreq,1,0,0,0,0,12-3
524572,2025-03-03,1,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
524572,2025-03-03,1,,,,novel,pilnem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
728095,2025-03-03,1,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
728095,2025-03-03,1,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
728095,2025-03-03,1,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
728095,2025-03-03,1,,,,familiar,berkonem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
728095,2025-03-03,1,,,,novel,meronem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
728095,2025-03-03,1,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
728095,2025-03-03,1,,,,familiar,koranem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
728095,2025-03-03,1,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
728095,2025-03-03,1,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
728095,2025-03-03,1,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
728095,2025-03-03,1,,,,novel,meronem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
728095,2025-03-03,1,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
728095,2025-03-03,1,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
728095,2025-03-03,1,,,,novel,shintinem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
728095,2025-03-03,1,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
728095,2025-03-03,1,,,,familiar,koranem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
728095,2025-03-03,1,,,,familiar,balnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
728095,2025-03-03,1,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
728095,2025-03-03,1,,,,familiar,berkonem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
728095,2025-03-03,1,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
484560,2025-03-03,1,,,,familiar,koranem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
484560,2025-03-03,1,,,,novel,pilnem,dim_pl,nem,dan,infreq,0,1,0,1,0,12-3
484560,2025-03-03,1,,,,novel,meronem,dim_sg,nem,dan,infreq,1,0,0,0,0,12-3
297492,2025-03-03,3,,,,familiar,balnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
297492,2025-03-03,3,,,,familiar,koranem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
297492,2025-03-03,3,,,,familiar,berkonem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
297492,2025-03-03,3,,,,novel,pilnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
297492,2025-03-03,3,,,,novel,shintinem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
297492,2025-03-03,3,,,,novel,meronem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
297492,2025-03-03,3,,,,familiar,koranem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
297492,2025-03-03,3,,,,novel,pilnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
297492,2025-03-03,3,,,,novel,meronem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
297492,2025-03-03,3,,,,familiar,berkonem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
297492,2025-03-03,3,,,,familiar,balnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
297492,2025-03-03,3,,,,novel,shintinem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
380268,2025-03-03,2,,,,familiar,berkonem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
380268,2025-03-03,2,,,,novel,shintinem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
380268,2025-03-03,2,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
380268,2025-03-03,2,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
380268,2025-03-03,2,,,,novel,meronem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
380268,2025-03-03,2,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
380268,2025-03-03,2,,,,familiar,koranem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
380268,2025-03-03,2,,,,familiar,balnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
380268,2025-03-03,2,,,,familiar,berkodan,dim_pl,dan,nem,infreq,0,1,0,1,0,3-3
380268,2025-03-03,2,,,,novel,merodan,dim_pl,dan,nem,infreq,0,1,0,1,0,3-3
380268,2025-03-03,2,,,,novel,pilnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
380268,2025-03-03,2,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
380268,2025-03-03,2,,,,novel,pilnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
380268,2025-03-03,2,,,,familiar,berkonem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
380268,2025-03-03,2,,,,novel,shintinem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
380268,2025-03-03,2,,,,familiar,koranem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
380268,2025-03-03,2,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
380268,2025-03-03,2,,,,familiar,koradan,dim_pl,dan,nem,infreq,0,1,0,1,0,3-3
380268,2025-03-03,2,,,,familiar,baldan,dim_pl,dan,nem,infreq,0,1,0,1,0,3-3
380268,2025-03-03,2,,,,novel,shintidan,dim_pl,dan,nem,infreq,0,1,0,1,0,3-3
380268,2025-03-03,2,,,,familiar,balnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
380268,2025-03-03,2,,,,familiar,berkodan,dim_pl,dan,nem,infreq,0,1,0,1,0,3-3
380268,2025-03-03,2,,,,novel,pildan,dim_pl,dan,nem,infreq,0,1,0,1,0,3-3
380268,2025-03-03,2,,,,novel,meronem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
167821,2025-03-03,2,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
167821,2025-03-03,2,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
167821,2025-03-03,2,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
167821,2025-03-03,2,,,,familiar,koranem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
167821,2025-03-03,2,,,,familiar,balnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
167821,2025-03-03,2,,,,novel,merodan,dim_pl,dan,dan,freq,0,1,1,1,1,12-3
167821,2025-03-03,2,,,,novel,pilnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
167821,2025-03-03,2,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
167821,2025-03-03,2,,,,novel,meronem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
167821,2025-03-03,2,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
167821,2025-03-03,2,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
167821,2025-03-03,2,,,,novel,pildan,dim_pl,dan,dan,freq,0,1,1,1,1,12-3
167821,2025-03-03,2,,,,novel,pilnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
167821,2025-03-03,2,,,,familiar,koranem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
167821,2025-03-03,2,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
979237,2025-03-03,3,,,,familiar,balnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
979237,2025-03-03,3,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
979237,2025-03-03,3,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
979237,2025-03-03,3,,,,familiar,koranem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
979237,2025-03-03,3,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
979237,2025-03-03,3,,,,familiar,berkonem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
979237,2025-03-03,3,,,,novel,shintinem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
979237,2025-03-03,3,,,,novel,meronem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
979237,2025-03-03,3,,,,novel,pilnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
979237,2025-03-03,3,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
979237,2025-03-03,3,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
979237,2025-03-03,3,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
979237,2025-03-03,3,,,,familiar,berkonem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
979237,2025-03-03,3,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
979237,2025-03-03,3,,,,novel,meronem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
979237,2025-03-03,3,,,,novel,pilnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
979237,2025-03-03,3,,,,novel,shintinem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
979237,2025-03-03,3,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
979237,2025-03-03,3,,,,familiar,balnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
979237,2025-03-03,3,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
979237,2025-03-03,3,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
979237,2025-03-03,3,,,,familiar,koranem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
692032,2025-03-03,3,,,,novel,shintinem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
692032,2025-03-03,3,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
692032,2025-03-03,3,,,,familiar,koranem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
692032,2025-03-03,3,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
692032,2025-03-03,3,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
692032,2025-03-03,3,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
692032,2025-03-03,3,,,,novel,pilnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
692032,2025-03-03,3,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
692032,2025-03-03,3,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
692032,2025-03-03,3,,,,familiar,berkonem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
692032,2025-03-03,3,,,,familiar,balnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
692032,2025-03-03,3,,,,familiar,berkonem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
692032,2025-03-03,3,,,,familiar,koranem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
692032,2025-03-03,3,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
692032,2025-03-03,3,,,,novel,meronem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
692032,2025-03-03,3,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
692032,2025-03-03,3,,,,novel,pilnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
692032,2025-03-03,3,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
692032,2025-03-03,3,,,,novel,shintinem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
692032,2025-03-03,3,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
692032,2025-03-03,3,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
692032,2025-03-03,3,,,,familiar,balnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
692032,2025-03-03,3,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
384294,2025-03-03,3,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
384294,2025-03-03,3,,,,novel,merodan,dim_pl,dan,dan,freq,0,1,1,1,1,12-12
384294,2025-03-03,3,,,,familiar,balnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
384294,2025-03-03,3,,,,familiar,koradan,dim_pl,dan,dan,freq,0,1,1,1,1,12-12
384294,2025-03-03,3,,,,novel,shintinem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
384294,2025-03-03,3,,,,novel,pilnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
384294,2025-03-03,3,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
384294,2025-03-03,3,,,,novel,shintinem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
384294,2025-03-03,3,,,,novel,meronem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
877250,2025-03-03,1,,,,familiar,balnem,dim_sg,nem,dan,infreq,1,0,0,0,0,12-3
